Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Version_IFC;Requis
Appareil électrique;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;IFC4;Oui
Appareil électrique;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Appareil électrique;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Appareil électrique;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Appareil électrique;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Appareil électrique;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Appareil électrique;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Appareil électrique;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Appareil électrique;Documentation;Plans et schémas;EXE;Déclaration de performance environnementale;;;IFC4;Oui
Appareil électrique;Classification;Uniformat II 2010;Toutes;D5030.50 – Wiring Devices;;;IFC4;Oui
Appareil électrique;Classification;DIN276;Toutes;KG449 – Sonstige zur Elektrische Anlagen;;;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) (p);Pset_FireSuppressionTerminalTypeCommon.Status;-;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_FireSuppressionTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_FireSuppressionTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_FireSuppressionTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_FireSuppressionTerminalTypeCommon.Status;Phase Created;IFC4;Oui
Armoire protection incendie;Documentation;Descriptifs;APD;Prescriptions;;;IFC4;Oui
Armoire protection incendie;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Armoire protection incendie;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Armoire protection incendie;Documentation;Plans et schémas;APD;Schéma d'emprise;;;IFC4;Oui
Armoire protection incendie;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;IFC4;Oui
Armoire protection incendie;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;IFC4;Oui
Armoire protection incendie;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;IFC4;Oui
Armoire protection incendie;Documentation;Plans et schémas;APD;Performances à atteindre;;;IFC4;Oui
Armoire protection incendie;Classification;Uniformat II 2010;Toutes;D4030.10 – Fire Protection Cabinets;;;IFC4;Oui
Armoire protection incendie;Classification;DIN276;Toutes;KG474 – Feuerlöschanlagen;;;IFC4;Oui
Ascenseur;Classe et type IFC;Types IFC;Toutes;Ascenseur;IfcTransportElement.ELEVATOR;Vertical Circulation [BIMids Classification:Lift];IFC4;Oui
Ascenseur;Géométrie;Exigences minima;APD;Volume intervention maintenance;;;IFC4;Oui
Ascenseur;Géométrie;Exigences minima;PDE;Volume intervention maintenance;;;IFC4;Oui
Ascenseur;Géométrie;Exigences minima;EXE;Volume intervention maintenance;;;IFC4;Oui
Ascenseur;Géométrie;Exigences minima;EXP;Volume intervention maintenance;;;IFC4;Oui
Ascenseur;Géométrie;Exigences minima;APD;Locaux techniques - dimensions;;;IFC4;Oui
Ascenseur;Géométrie;Exigences minima;PDE;Locaux techniques - dimensions;;;IFC4;Oui
Ascenseur;Géométrie;Exigences minima;EXE;Locaux techniques - dimensions;;;IFC4;Oui
Ascenseur;Géométrie;Exigences minima;EXP;Locaux techniques - dimensions;;;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APS;Statut de rénovation (Archicad) (p);Pset_TransportElementCommon.Status;-;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) (p);Pset_TransportElementCommon.Status;-;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) (p);Pset_TransportElementCommon.Status;-;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) (p);Pset_TransportElementCommon.Status;-;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) (p);Pset_TransportElementCommon.Status;-;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Type IFC (a);IFC Type;Type IFC Predefined Type;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé (a);IfcObject.ObjectType;Objecttype (IDS will not check it);IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APS;Statut (p);Pset_TransportElementCommon.Status;Phase Created;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Statut (p);Pset_TransportElementCommon.Status;Phase Created;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Statut (p);Pset_TransportElementCommon.Status;Phase Created;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Statut (p);Pset_TransportElementCommon.Status;Phase Created;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Statut (p);Pset_TransportElementCommon.Status;Phase Created;IFC4;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Est extérieur (Archicad) (p);Pset_TransportElementCommon.IsExternal;;IFC4;Oui
Ascenseur;Documentation;Descriptifs;APD;Prescriptions;;;IFC4;Oui
Ascenseur;Documentation;Descriptifs;PDE;Prescriptions;;;IFC4;Oui
Ascenseur;Documentation;Descriptifs;EXE;Prescriptions;;;IFC4;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;IFC4;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;IFC4;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;IFC4;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;IFC4;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;IFC4;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;IFC4;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;IFC4;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;IFC4;Oui
Ascenseur;Documentation;Plans et schémas;APD;Schéma d'emprise;;;IFC4;Oui
Ascenseur;Classification;Uniformat II 2010;Toutes;D1010.10 – Elevators;;;IFC4;Oui
Ascenseur;Classification;DIN276;Toutes;KG461 – Aufzugsanlagen;;;IFC4;Oui
Bâtiment;Classe et type IFC;Types IFC;Toutes;Bâtiment;IfcBuilding;Project Information;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Classe IFC (a);IFC Class;Export Type to IFC As;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Nom objet (a);IfcRoot.Name;IfcName;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Destination du bâtiment (p);Pset_BuildingCommon.OccupancyType;Occupancy type;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Destination du bâtiment (p);Pset_BuildingCommon.OccupancyType;Occupancy type;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Destination du bâtiment (p);Pset_BuildingCommon.OccupancyType;Occupancy type;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Destination du bâtiment (p);Pset_BuildingCommon.OccupancyType;Occupancy type;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Destination du bâtiment (p);Pset_BuildingCommon.OccupancyType;Occupancy type;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Pays (p);ePset_Address.Country1;Country;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Pays (p);ePset_Address.Country1;Country;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Pays (p);ePset_Address.Country1;Country;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Pays (p);ePset_Address.Country1;Country;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Pays (p);ePset_Address.Country1;Country;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Ville (p);ePset_Address.Town1;Town;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Ville (p);ePset_Address.Town1;Town;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Ville (p);ePset_Address.Town1;Town;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Ville (p);ePset_Address.Town1;Town;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Ville (p);ePset_Address.Town1;Town;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Code postal (p);ePset_Address.PostalCode1;Postal code;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Code postal (p);ePset_Address.PostalCode1;Postal code;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Code postal (p);ePset_Address.PostalCode1;Postal code;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Code postal (p);ePset_Address.PostalCode1;Postal code;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Code postal (p);ePset_Address.PostalCode1;Postal code;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Rue et numéro (p);ePset_Address.AdressLines1;Street name and nr;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Rue et numéro (p);ePset_Address.AdressLines1;Street name and nr;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Rue et numéro (p);ePset_Address.AdressLines1;Street name and nr;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Rue et numéro (p);ePset_Address.AdressLines1;Street name and nr;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Rue et numéro (p);ePset_Address.AdressLines1;Street name and nr;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Est classé (p);Pset_BuildingCommon.IsLandmarked;IsLandmarked;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Est classé (p);Pset_BuildingCommon.IsLandmarked;IsLandmarked;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Est classé (p);Pset_BuildingCommon.IsLandmarked;IsLandmarked;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Est classé (p);Pset_BuildingCommon.IsLandmarked;IsLandmarked;IFC4;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Est classé (p);Pset_BuildingCommon.IsLandmarked;IsLandmarked;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;APS;Schéma des espaces;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;APS;Plan de mesurage;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;APD;Plan de mesurage;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;PDE;Plan de mesurage;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;EXE;Plan de mesurage;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;EXP;Plan de mesurage;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;APS;Nomenclature des pièces;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;APD;Nomenclature des pièces;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;PDE;Nomenclature des pièces;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;EXE;Nomenclature des pièces;;;IFC4;Oui
Bâtiment;Documentation;Plans et schémas;EXP;Nomenclature des pièces;;;IFC4;Oui
